Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Semifinals,100 Thieves vs Envy,Haven,100 Thieves,5,3,2,,Envy,13,4,9,,40:23
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Semifinals,100 Thieves vs Envy,Ascent,100 Thieves,8,5,3,,Envy,13,6,7,,46:47
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Grand Final,Envy vs Gambit Esports,Bind,Envy,13,7,5,1,Gambit Esports,15,7,5,3,1:03:04
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Grand Final,Envy vs Gambit Esports,Haven,Envy,11,8,3,,Gambit Esports,13,9,4,,44:32
Valorant Champions Tour Stage 3: Masters Berlin,Playoffs,Grand Final,Envy vs Gambit Esports,Split,Envy,9,6,3,,Gambit Esports,13,7,6,,43:24
Oceania Tour: Championship,Main Event,Upper Quarterfinals,ORDER vs Dire Wolves,Breeze,ORDER,13,11,2,,Dire Wolves,3,2,1,,27:52
Oceania Tour: Championship,Main Event,Upper Quarterfinals,ORDER vs Dire Wolves,Icebox,ORDER,13,9,4,,Dire Wolves,6,3,3,,33:29
Oceania Tour: Championship,Main Event,Upper Quarterfinals,Wildcard Gaming vs Nebula,Icebox,Wildcard Gaming,13,5,8,,Nebula,10,3,7,,43:50
Oceania Tour: Championship,Main Event,Upper Quarterfinals,Wildcard Gaming vs Nebula,Breeze,Wildcard Gaming,13,8,5,,Nebula,6,2,4,,32:41
Oceania Tour: Championship,Main Event,Upper Quarterfinals,PEACE vs Legacy Esports,Icebox,PEACE,13,9,4,,Legacy Esports,11,8,3,,47:07
Oceania Tour: Championship,Main Event,Upper Quarterfinals,PEACE vs Legacy Esports,Haven,PEACE,13,7,6,,Legacy Esports,7,2,5,,33:26
Oceania Tour: Championship,Main Event,Upper Quarterfinals,Mindfreak vs Team Bliss,Bind,Mindfreak,13,4,9,,Team Bliss,10,2,8,,45:06
Oceania Tour: Championship,Main Event,Upper Quarterfinals,Mindfreak vs Team Bliss,Haven,Mindfreak,7,4,3,,Team Bliss,13,5,8,,36:09
Oceania Tour: Championship,Main Event,Upper Quarterfinals,Mindfreak vs Team Bliss,Ascent,Mindfreak,8,4,4,,Team Bliss,13,5,8,,
Oceania Tour: Championship,Main Event,Upper Semifinals,ORDER vs PEACE,Icebox,ORDER,13,8,5,,PEACE,7,3,4,,34:41
Oceania Tour: Championship,Main Event,Upper Semifinals,ORDER vs PEACE,Breeze,ORDER,13,10,3,,PEACE,3,1,2,,28:08
Oceania Tour: Championship,Main Event,Lower Round 1,Dire Wolves vs Legacy Esports,Ascent,Dire Wolves,7,6,1,,Legacy Esports,13,7,6,,38:02
Oceania Tour: Championship,Main Event,Lower Round 1,Dire Wolves vs Legacy Esports,Icebox,Dire Wolves,6,4,2,,Legacy Esports,13,5,8,,33:36
Oceania Tour: Championship,Main Event,Upper Semifinals,Wildcard Gaming vs Team Bliss,Breeze,Wildcard Gaming,0,0,0,,Team Bliss,0,0,0,,-
Oceania Tour: Championship,Main Event,Upper Semifinals,Wildcard Gaming vs Team Bliss,Ascent,Wildcard Gaming,13,9,4,,Team Bliss,11,8,3,,46:14
Oceania Tour: Championship,Main Event,Upper Semifinals,Wildcard Gaming vs Team Bliss,Haven,Wildcard Gaming,11,5,6,,Team Bliss,13,6,7,,
Oceania Tour: Championship,Main Event,Lower Round 1,Nebula vs Mindfreak,Bind,Nebula,13,10,3,,Mindfreak,7,5,2,,36:32
Oceania Tour: Championship,Main Event,Lower Round 1,Nebula vs Mindfreak,Icebox,Nebula,13,5,8,,Mindfreak,11,4,7,,49:19
Oceania Tour: Championship,Main Event,Lower Round 2,Wildcard Gaming vs Legacy Esports,Split,Wildcard Gaming,12,6,6,0,Legacy Esports,14,6,6,2,1:01:45
Oceania Tour: Championship,Main Event,Lower Round 2,Wildcard Gaming vs Legacy Esports,Ascent,Wildcard Gaming,13,9,4,,Legacy Esports,6,3,3,,38:52
Oceania Tour: Championship,Main Event,Lower Round 2,Wildcard Gaming vs Legacy Esports,Icebox,Wildcard Gaming,13,4,9,,Legacy Esports,10,2,8,,
Oceania Tour: Championship,Main Event,Lower Round 2,PEACE vs Nebula,Icebox,PEACE,13,7,5,1,Nebula,15,7,5,3,49:57
Oceania Tour: Championship,Main Event,Lower Round 2,PEACE vs Nebula,Breeze,PEACE,13,9,4,,Nebula,3,0,3,,27:32
Oceania Tour: Championship,Main Event,Lower Round 2,PEACE vs Nebula,Ascent,PEACE,13,8,5,,Nebula,5,1,4,,
Oceania Tour: Championship,Main Event,Upper Final,ORDER vs Team Bliss,Bind,ORDER,13,8,5,,Team Bliss,5,1,4,,41:03
Oceania Tour: Championship,Main Event,Upper Final,ORDER vs Team Bliss,Breeze,ORDER,13,10,3,,Team Bliss,2,0,2,,23:00
Oceania Tour: Championship,Main Event,Lower Round 3,Wildcard Gaming vs PEACE,Haven,Wildcard Gaming,8,6,2,,PEACE,13,7,6,,42:10
Oceania Tour: Championship,Main Event,Lower Round 3,Wildcard Gaming vs PEACE,Breeze,Wildcard Gaming,12,9,3,0,PEACE,14,9,3,2,49:19
Oceania Tour: Championship,Main Event,Lower Final,Team Bliss vs PEACE,Ascent,Team Bliss,13,9,4,,PEACE,6,3,3,,31:20
Oceania Tour: Championship,Main Event,Lower Final,Team Bliss vs PEACE,Split,Team Bliss,3,3,0,,PEACE,13,4,9,,34:30
Oceania Tour: Championship,Main Event,Lower Final,Team Bliss vs PEACE,Haven,Team Bliss,6,4,2,,PEACE,13,5,8,,
Oceania Tour: Championship,Main Event,Grand Final,ORDER vs PEACE,Split,ORDER,14,7,5,2,PEACE,12,7,5,0,49:32
Oceania Tour: Championship,Main Event,Grand Final,ORDER vs PEACE,Bind,ORDER,8,2,6,,PEACE,13,3,10,,39:09
Oceania Tour: Championship,Main Event,Grand Final,ORDER vs PEACE,Haven,ORDER,13,10,3,,PEACE,8,6,2,,37:07
Oceania Tour: Championship,Main Event,Grand Final,ORDER vs PEACE,Breeze,ORDER,7,6,1,,PEACE,13,7,6,,32:00
Oceania Tour: Championship,Main Event,Grand Final,ORDER vs PEACE,Ascent,ORDER,13,8,5,,PEACE,8,4,4,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,New Genesis Esports vs Team Validus,Ascent,New Genesis Esports,8,4,4,,Team Validus,13,5,8,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,New Genesis Esports vs Team Validus,Haven,New Genesis Esports,13,5,8,,Team Validus,10,3,7,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,New Genesis Esports vs Team Validus,Split,New Genesis Esports,19,5,7,7,Team Validus,17,5,7,5,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Piercer Esports vs Top Gear,Ascent,Piercer Esports,13,10,3,,Top Gear,3,1,2,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Piercer Esports vs Top Gear,Bind,Piercer Esports,13,9,4,,Top Gear,7,4,3,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,SCYTES vs Onyx Ravens,Ascent,SCYTES,13,8,5,,Onyx Ravens,4,0,4,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,SCYTES vs Onyx Ravens,Icebox,SCYTES,13,4,9,,Onyx Ravens,8,0,8,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Alterfox Esports vs Psycho Family,Bind,Alterfox Esports,13,5,8,,Psycho Family,10,3,7,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Alterfox Esports vs Psycho Family,Ascent,Alterfox Esports,13,6,6,1,Psycho Family,15,6,6,3,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Anubis Gaming vs Team WaVii,Split,Anubis Gaming,13,7,6,,Team WaVii,11,6,5,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,La7zag Esports vs Elementals,Bind,La7zag Esports,13,6,7,,Elementals,8,2,6,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,La7zag Esports vs Elementals,Haven,La7zag Esports,13,10,3,,Elementals,2,0,2,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,RTG eSports vs Exality,Split,RTG eSports,13,10,3,,Exality,4,2,2,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,RTG eSports vs Exality,Bind,RTG eSports,10,6,4,,Exality,13,7,6,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,RTG eSports vs Exality,Icebox,RTG eSports,13,9,4,,Exality,3,0,3,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Team Validus vs Top Gear,Ascent,Team Validus,10,8,2,,Top Gear,13,9,4,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Team Validus vs Top Gear,Bind,Team Validus,13,6,7,,Top Gear,8,2,6,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Team Validus vs Top Gear,Split,Team Validus,2,0,2,,Top Gear,13,1,12,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Piercer Esports vs SCYTES,Ascent,Piercer Esports,13,8,5,,SCYTES,9,5,4,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Piercer Esports vs SCYTES,Bind,Piercer Esports,13,12,1,,SCYTES,2,2,0,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Alterfox Esports vs Team WaVii,Bind,Alterfox Esports,13,8,5,,Team WaVii,5,1,4,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Alterfox Esports vs Team WaVii,Split,Alterfox Esports,3,3,0,,Team WaVii,13,4,9,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Psycho Family vs Elementals,Haven,Psycho Family,13,6,7,,Elementals,9,3,6,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Psycho Family vs Elementals,Ascent,Psycho Family,13,9,4,,Elementals,3,0,3,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Anubis Gaming vs Exality,Breeze,Anubis Gaming,13,12,1,,Exality,0,0,0,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Anubis Gaming vs Exality,Bind,Anubis Gaming,13,10,3,,Exality,3,1,2,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,La7zag Esports vs RTG eSports,Icebox,La7zag Esports,17,4,8,5,RTG eSports,15,4,8,3,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,La7zag Esports vs RTG eSports,Ascent,La7zag Esports,13,8,5,,RTG eSports,6,2,4,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,New Genesis Esports vs Top Gear,Ascent,New Genesis Esports,12,8,4,0,Top Gear,14,8,4,2,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,New Genesis Esports vs Top Gear,Split,New Genesis Esports,13,7,6,,Top Gear,9,4,5,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,New Genesis Esports vs Top Gear,Bind,New Genesis Esports,5,5,0,,Top Gear,13,6,7,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Alterfox Esports vs Elementals,Bind,Alterfox Esports,10,8,2,,Elementals,13,9,4,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Alterfox Esports vs Elementals,Haven,Alterfox Esports,13,8,5,,Elementals,5,1,4,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Alterfox Esports vs Elementals,Split,Alterfox Esports,6,3,3,,Elementals,13,4,9,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Team WaVii vs Exality,Bind,Team WaVii,13,11,2,,Exality,1,0,1,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Team WaVii vs Exality,Ascent,Team WaVii,13,5,8,,Exality,8,1,7,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Psycho Family vs RTG eSports,Ascent,Psycho Family,13,10,3,,RTG eSports,2,0,2,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Psycho Family vs RTG eSports,Bind,Psycho Family,13,9,4,,RTG eSports,6,3,3,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Anubis Gaming vs La7zag Esports,Icebox,Anubis Gaming,13,10,3,,La7zag Esports,2,0,2,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Anubis Gaming vs La7zag Esports,Split,Anubis Gaming,13,11,2,,La7zag Esports,1,0,1,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,New Genesis Esports vs Onyx Ravens,Ascent,New Genesis Esports,13,12,1,,Onyx Ravens,2,2,0,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,New Genesis Esports vs Onyx Ravens,Bind,New Genesis Esports,6,5,1,,Onyx Ravens,13,6,7,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,New Genesis Esports vs Onyx Ravens,Breeze,New Genesis Esports,13,6,7,,Onyx Ravens,7,1,6,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Top Gear vs SCYTES,Ascent,Top Gear,4,4,0,,SCYTES,13,5,8,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Top Gear vs SCYTES,Bind,Top Gear,7,2,5,,SCYTES,13,3,10,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Mythociast vs Piercer Esports,Bind,Mythociast,10,4,6,,Piercer Esports,13,5,8,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Mythociast vs Piercer Esports,Ascent,Mythociast,11,5,6,,Piercer Esports,13,6,7,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Alterfox Esports vs Exality,Bind,Alterfox Esports,10,6,4,,Exality,13,7,6,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Alterfox Esports vs Exality,Breeze,Alterfox Esports,20,6,6,8,Exality,18,6,6,6,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Alterfox Esports vs Exality,Ascent,Alterfox Esports,14,7,5,2,Exality,12,7,5,0,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Elementals vs RTG eSports,Haven,Elementals,4,1,3,,RTG eSports,13,2,11,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Elementals vs RTG eSports,Bind,Elementals,4,2,2,,RTG eSports,13,3,10,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Team WaVii vs La7zag Esports,Bind,Team WaVii,3,2,1,,La7zag Esports,13,3,10,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Team WaVii vs La7zag Esports,Ascent,Team WaVii,8,4,4,,La7zag Esports,13,5,8,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Psycho Family vs Anubis Gaming,Ascent,Psycho Family,2,2,0,,Anubis Gaming,13,3,10,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Psycho Family vs Anubis Gaming,Icebox,Psycho Family,5,2,3,,Anubis Gaming,13,3,10,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Onyx Ravens vs Piercer Esports,Bind,Onyx Ravens,3,2,1,,Piercer Esports,13,3,10,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Onyx Ravens vs Piercer Esports,Ascent,Onyx Ravens,1,1,0,,Piercer Esports,13,2,11,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Top Gear vs Fraggerz,Ascent,Top Gear,5,5,0,,Fraggerz,13,6,7,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Top Gear vs Fraggerz,Bind,Top Gear,14,6,6,2,Fraggerz,12,6,6,0,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Top Gear vs Fraggerz,Breeze,Top Gear,6,3,3,,Fraggerz,13,4,9,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,New Genesis Esports vs SCYTES,Ascent,New Genesis Esports,1,1,0,,SCYTES,13,2,11,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,New Genesis Esports vs SCYTES,Bind,New Genesis Esports,5,4,1,,SCYTES,13,5,8,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Team WaVii vs Psycho Family,Bind,Team WaVii,13,7,6,,Psycho Family,6,1,5,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Team WaVii vs Psycho Family,Icebox,Team WaVii,6,3,3,,Psycho Family,13,4,9,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Team WaVii vs Psycho Family,Ascent,Team WaVii,3,2,1,,Psycho Family,13,3,10,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,SCYTES vs Fraggerz,Ascent,SCYTES,6,4,2,,Fraggerz,13,5,8,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,SCYTES vs Fraggerz,Bind,SCYTES,6,4,2,,Fraggerz,13,5,8,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Alterfox Esports vs La7zag Esports,Bind,Alterfox Esports,9,6,3,,La7zag Esports,13,7,6,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,RTG eSports vs Anubis Gaming,Split,RTG eSports,5,2,3,,Anubis Gaming,13,3,10,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,RTG eSports vs Anubis Gaming,Icebox,RTG eSports,7,5,2,,Anubis Gaming,13,6,7,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,SCYTES vs Mythociast,Ascent,SCYTES,8,5,3,,Mythociast,13,6,7,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,SCYTES vs Mythociast,Bind,SCYTES,11,5,6,,Mythociast,13,6,7,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Onyx Ravens vs Top Gear,Icebox,Onyx Ravens,13,6,7,,Top Gear,9,3,6,,
Strike Arabia League: Season 3,GCC and Iraq,Group Stage,Onyx Ravens vs Top Gear,Ascent,Onyx Ravens,13,6,7,,Top Gear,11,5,6,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Alterfox Esports vs Anubis Gaming,Bind,Alterfox Esports,2,2,0,,Anubis Gaming,13,3,10,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,Alterfox Esports vs Anubis Gaming,Split,Alterfox Esports,6,5,1,,Anubis Gaming,13,6,7,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,La7zag Esports vs Psycho Family,Bind,La7zag Esports,13,7,6,,Psycho Family,8,3,5,,
Strike Arabia League: Season 3,Levant and North Africa,Group Stage,La7zag Esports vs Psycho Family,Icebox,La7zag Esports,13,5,8,,Psycho Family,11,4,7,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Global Esports vs Team Inazuma,Icebox,Global Esports,13,9,4,,Team Inazuma,3,0,3,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Global Esports vs Team Inazuma,Ascent,Global Esports,13,11,2,,Team Inazuma,1,0,1,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,TempesT vs Bi eSports,Haven,TempesT,13,8,5,,Bi eSports,7,3,4,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,TempesT vs Bi eSports,Ascent,TempesT,10,9,1,,Bi eSports,13,10,3,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,TempesT vs Bi eSports,Split,TempesT,13,10,3,,Bi eSports,6,4,2,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,GodLike Esports vs Lethal Esports,Bind,GodLike Esports,13,11,2,,Lethal Esports,1,0,1,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,GodLike Esports vs Lethal Esports,Ascent,GodLike Esports,7,7,0,,Lethal Esports,3,0,3,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Enigma Gaming vs W Gaming,Ascent,Enigma Gaming,13,10,3,,W Gaming,3,1,2,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Enigma Gaming vs W Gaming,Ascent,Enigma Gaming,13,10,3,,W Gaming,3,1,2,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Velocity Gaming vs True Rippers,Icebox,Velocity Gaming,13,9,4,,True Rippers,7,4,3,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Velocity Gaming vs True Rippers,Haven,Velocity Gaming,13,10,3,,True Rippers,2,0,2,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,F1LS Esports vs Outset Esports,Ascent,F1LS Esports,13,7,6,,Outset Esports,7,2,5,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,F1LS Esports vs Outset Esports,Haven,F1LS Esports,13,6,7,,Outset Esports,7,1,6,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Samurai Esports vs Kill To Win,Ascent,Samurai Esports,13,10,3,,Kill To Win,2,0,2,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Samurai Esports vs Kill To Win,Icebox,Samurai Esports,13,9,4,,Kill To Win,4,1,3,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Team 69 vs Reckoning Esports,Bind,Team 69,7,4,3,,Reckoning Esports,13,5,8,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Team 69 vs Reckoning Esports,Ascent,Team 69,13,10,3,,Reckoning Esports,2,0,2,,
Valorant Conquerors Championship,India Qualifier #1,Round of 16,Team 69 vs Reckoning Esports,Split,Team 69,13,9,4,,Reckoning Esports,5,2,3,,
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Global Esports vs TempesT,Icebox,Global Esports,13,11,2,,TempesT,1,0,1,,
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Global Esports vs TempesT,Ascent,Global Esports,14,9,3,2,TempesT,12,9,3,0,
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,GodLike Esports vs Enigma Gaming,Haven,GodLike Esports,19,8,4,7,Enigma Gaming,17,8,4,5,
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,GodLike Esports vs Enigma Gaming,Icebox,GodLike Esports,12,5,7,0,Enigma Gaming,14,5,7,2,
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,GodLike Esports vs Enigma Gaming,Ascent,GodLike Esports,11,7,4,,Enigma Gaming,13,8,5,,
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Velocity Gaming vs F1LS Esports,Bind,Velocity Gaming,8,8,0,,F1LS Esports,13,9,4,,
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Velocity Gaming vs F1LS Esports,Haven,Velocity Gaming,13,9,4,,F1LS Esports,6,3,3,,
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Velocity Gaming vs F1LS Esports,Breeze,Velocity Gaming,13,8,5,,F1LS Esports,6,2,4,,
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Samurai Esports vs Team 69,Ascent,Samurai Esports,13,7,6,,Team 69,7,2,5,,
Valorant Conquerors Championship,India Qualifier #1,Quarterfinals,Samurai Esports vs Team 69,Split,Samurai Esports,13,10,3,,Team 69,4,2,2,,
Valorant Conquerors Championship,India Qualifier #1,Semifinals,Global Esports vs Enigma Gaming,Breeze,Global Esports,14,8,4,2,Enigma Gaming,12,8,4,0,48:53
Valorant Conquerors Championship,India Qualifier #1,Semifinals,Global Esports vs Enigma Gaming,Icebox,Global Esports,13,8,5,,Enigma Gaming,4,0,4,,54:26
Valorant Conquerors Championship,India Qualifier #1,Semifinals,Velocity Gaming vs Samurai Esports,Icebox,Velocity Gaming,13,5,8,,Samurai Esports,9,2,7,,
Valorant Conquerors Championship,India Qualifier #1,Semifinals,Velocity Gaming vs Samurai Esports,Haven,Velocity Gaming,13,8,5,,Samurai Esports,6,2,4,,
Valorant Conquerors Championship,India Qualifier #1,Grand Final,Global Esports vs Velocity Gaming,Icebox,Global Esports,10,5,5,,Velocity Gaming,13,6,7,,51:51
Valorant Conquerors Championship,India Qualifier #1,Grand Final,Global Esports vs Velocity Gaming,Bind,Global Esports,10,8,2,,Velocity Gaming,13,9,4,,46:37
Valorant Conquerors Championship,India Qualifier #1,Grand Final,Global Esports vs Velocity Gaming,Ascent,Global Esports,13,9,4,,Velocity Gaming,6,3,3,,39:50
Valorant Conquerors Championship,India Qualifier #1,Grand Final,Global Esports vs Velocity Gaming,Breeze,Global Esports,14,6,6,2,Velocity Gaming,16,6,6,4,1:07:12
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Quarterfinals,Team Exploit vs Clarity,Bind,Team Exploit,13,9,4,,Clarity,3,0,3,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Quarterfinals,Team Exploit vs Clarity,Ascent,Team Exploit,13,11,2,,Clarity,1,0,1,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Quarterfinals,Salt Esports vs EvilG,Icebox,Salt Esports,13,7,6,,EvilG,6,1,5,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Quarterfinals,Salt Esports vs EvilG,Ascent,Salt Esports,13,10,3,,EvilG,4,2,2,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Quarterfinals,Team Arrow vs Aquiver,Breeze,Team Arrow,13,7,6,,Aquiver,11,6,5,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Quarterfinals,Team Arrow vs Aquiver,Ascent,Team Arrow,9,6,3,,Aquiver,13,7,6,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Quarterfinals,Team Arrow vs Aquiver,Bind,Team Arrow,13,9,4,,Aquiver,6,3,3,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Semifinals,Team Exploit vs Salt Esports,Bind,Team Exploit,13,3,9,1,Salt Esports,15,3,9,3,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Semifinals,Team Exploit vs Salt Esports,Ascent,Team Exploit,13,4,9,,Salt Esports,11,3,8,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Semifinals,Team Exploit vs Salt Esports,Haven,Team Exploit,10,5,5,,Salt Esports,13,6,7,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Semifinals,Namak Boys vs Team Arrow,Bind,Namak Boys,3,3,0,,Team Arrow,13,4,9,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Semifinals,Namak Boys vs Team Arrow,Haven,Namak Boys,4,2,2,,Team Arrow,13,3,10,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Grand Final,Salt Esports vs Team Arrow,Bind,Salt Esports,13,7,6,,Team Arrow,7,2,5,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Grand Final,Salt Esports vs Team Arrow,Ascent,Salt Esports,13,9,4,,Team Arrow,6,3,3,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Grand Final,Salt Esports vs Team Arrow,Breeze,Salt Esports,4,4,0,,Team Arrow,13,5,8,,
Valorant Conquerors Championship,Pakistan and Afghanistan Qualifier #1,Grand Final,Salt Esports vs Team Arrow,Split,Salt Esports,13,7,6,,Team Arrow,5,0,5,,
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Quarterfinals,Trained To Kill vs Team Legion,Ascent,Trained To Kill,13,6,7,,Team Legion,11,5,6,,
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Quarterfinals,Trained To Kill vs Team Legion,Bind,Trained To Kill,9,8,1,,Team Legion,13,9,4,,
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Quarterfinals,Trained To Kill vs Team Legion,Icebox,Trained To Kill,11,6,5,,Team Legion,13,7,6,,
Valorant Conquerors Championship,Nepal and Bhutan Qualifier,Quarterfinals,RedFire.Wasd Arena vs Ragnarok,Ascent,RedFire.Wasd Arena,13,10,3,,Ragnarok,5,3,2,,
