Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Icebox,Gambit Esports,14,3,9,2,Team Vikings,12,3,9,0,
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Breeze,Team Liquid,14,4,8,2,Sentinels,12,4,8,0,1:04:33
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Bind,Team Liquid,2,2,0,,Sentinels,13,3,10,,38:32
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Split,Team Liquid,13,6,7,,Sentinels,10,4,6,,
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Icebox,Acend,9,6,3,,Keyd Stars,13,7,6,,1:03:39
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Bind,Acend,13,9,4,,Keyd Stars,3,0,3,,43:15
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Breeze,Acend,13,9,4,,Keyd Stars,10,7,3,,
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Split,Team Secret,13,8,5,,Crazy Raccoon,5,1,4,,52:26
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Haven,Team Secret,13,10,3,,Crazy Raccoon,2,0,2,,35:48
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,Fracture,KRÜ Esports,11,6,5,,FURIA,13,7,6,,1:12:57
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,Ascent,KRÜ Esports,13,8,5,,FURIA,8,4,4,,50:47
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,Haven,KRÜ Esports,13,7,6,,FURIA,9,4,5,,
Valorant Champions 2021,Group Stage,Elimination (D),FULL SENSE vs Cloud9,Split,FULL SENSE,7,3,4,,Cloud9,13,4,9,,57:52
Valorant Champions 2021,Group Stage,Elimination (D),FULL SENSE vs Cloud9,Breeze,FULL SENSE,12,6,6,0,Cloud9,14,6,6,2,59:16
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Ascent,Acend,13,8,5,,Envy,8,4,4,,57:38
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Bind,Acend,13,9,4,,Envy,11,8,3,,57:53
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,Icebox,Keyd Stars,6,4,2,,X10 Esports,13,5,8,,52:54
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,Haven,Keyd Stars,5,3,2,,X10 Esports,13,4,9,,46:20
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Fracture,Sentinels,13,9,4,,KRÜ Esports,7,4,3,,54:51
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Haven,Sentinels,11,8,3,,KRÜ Esports,13,9,4,,54:18
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Split,Sentinels,11,8,3,,KRÜ Esports,13,9,4,,
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Ascent,Vision Strikers,10,1,9,,Cloud9,13,2,11,,1:02:01
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Split,Vision Strikers,13,6,7,,Cloud9,9,3,6,,51:04
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Breeze,Vision Strikers,11,4,7,,Cloud9,13,5,8,,
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Haven,Team Vikings,6,3,3,,Team Secret,13,4,9,,58:45
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Icebox,Team Vikings,7,4,3,,Team Secret,13,5,8,,47:29
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Icebox,Envy,13,5,8,,X10 Esports,10,3,7,,1:01:49
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Split,Envy,8,6,2,,X10 Esports,13,7,6,,47:24
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Haven,Envy,12,9,3,0,X10 Esports,14,9,3,2,
